No,News Title,Category,News Title Indonesia
36987,"India, China must be responsible to combat climate change: US",Technology,"India, Tiongkok harus bertanggung jawab memerangi perubahan iklim: AS"
47429,Kit Harington Spills On Jon Snow's 'Game Of Thrones' Sex Scene,Entertainment,Kit Harington Membicarakan Adegan Seks 'Game Of Thrones' Jon Snow
9667,Tax Day information and freebies,Economy,Informasi Hari Pajak dan gratisan
61073,Peaches Geldof death 'not suspicious',Entertainment,Kematian Peaches Geldof 'tidak mencurigakan'
10377,"Iranians arrested for ""Happy"" video freed - social media",Entertainment,"Warga Iran ditangkap karena video ""Bahagia"" dibebaskan - media sosial"
2407,Microsoft discloses zero day in all versions of Internet Explorer,Technology,Microsoft mengungkapkan zero day di semua versi Internet Explorer
58071,"Bruce Willis, Demi Moore's daughter Scout goes topless in New York",Entertainment,"Bruce Willis, putri Demi Moore, Scout, bertelanjang dada di New York"
63156,Zendaya Will Play Singer Aaliyah in Lifetime Biopic,Entertainment,Zendaya Akan Memainkan Penyanyi Aaliyah di Film Biopik Seumur Hidup
55075,"'SNL' Season Finale: Solange and Jay Z Bring Big Laughs, Andy Samberg Not  ...",Entertainment,"Final Musim 'SNL': Solange dan Jay Z Membawa Ketawa Besar, Andy Samberg Tidak ..."
48505,Actor Michael Jace Arrested In Wife's Death,Entertainment,Aktor Michael Jace Ditangkap Dalam Kematian Istrinya
36063,Target gets a new CEO,Economy,Target mendapatkan CEO baru
33133,"Apple on verge of buying Beats Electronics for $3.2 billion, report says",Technology,"Apple hampir membeli Beats Electronics seharga $3,2 miliar, kata laporan"
8107,"US May car sales jump to 1.6 million, beating expectations",Economy,"Penjualan mobil di AS pada bulan Mei melonjak menjadi 1,6 juta, melampaui ekspektasi"
22073,"Officials: Reality TV star Benzino shot, injured by nephew while driving in funeral  ...",Entertainment,"Pejabat: Bintang reality TV Benzino tertembak, terluka oleh keponakannya saat mengemudi di pemakaman ..."
39989,"Stock Takes Hit After Network Numbers, Update on WWE Warehouse, JR",Technology,"Stok Terkena Nomor Jaringan, Pembaruan di WWE Warehouse, JR"
30144,Ex-Microsoft Man Arrested for Inflicting Windows 8 on the World Earlier Than  ...,Technology,Mantan Orang Microsoft Ditangkap karena Menimbulkan Windows 8 di Dunia Lebih Awal dari ...
33622,The Sultan and I Broke His Sharia Law,Entertainment,Sultan dan saya melanggar hukum syariahnya
54284,GM's Compensation Expert Vows Fast Payments for Victims of Defective Ignition  ...,Technology,Pakar Kompensasi GM Sumpah Pembayaran Cepat Bagi Korban Pengapian Rusak ...
48977,US: Unilever Sells Ragu And Bertolli Brands To Mizkan,Economy,AS: Unilever Jual Merek Ragu dan Bertolli ke Mizkan
40424,Jennifer Lopez names new album AKA,Entertainment,Jennifer Lopez memberi nama album baru AKA
1726,Khloe Kardashian concerned for brother Rob,Entertainment,Khloe Kardashian prihatin dengan saudaranya Rob
39933,"Automaker Stocks In News: Tesla Motors (NASDAQ:TSLA), Toyota Motor Corp  ...",Economy,"Berita Saham Produsen Mobil: Tesla Motors (NASDAQ:TSLA), Toyota Motor Corp ..."
3289,"Microsoft to Ship Pro 3 in Two Installments, one on 20th June and other in 31st  ...",Technology,"Microsoft Akan Mengirimkan Pro 3 dalam Dua Angsuran, satu pada tanggal 20 Juni dan lainnya pada tanggal 31 ..."
6524,Jeff Bezos: Amazon designing eighth generation of delivery drone,Economy,Jeff Bezos: Amazon merancang drone pengiriman generasi kedelapan
24960,Harley-Davidson debuting electric motorcycle,Technology,Harley-Davidson memulai debut sepeda motor listrik
38768,The New 'Dawn of the Planet of the Apes' Trailer Is Bananas: 9 Key Screen Caps,Entertainment,Trailer Baru 'Dawn of the Planet of the Apes' Adalah Pisang: 9 Penutup Layar Utama
12561,Data brokers collect info on nearly every US consumer,Economy,Pialang data mengumpulkan informasi tentang hampir setiap konsumen AS
29993,"Mortgage Rates Tuesday: HSBC, BMO Harris Bank Mar 18",Economy,"Suku Bunga Hipotek Selasa: HSBC, BMO Harris Bank 18 Mar"
7589,Kim Kardashian has supposedly worried friends with her continual...,Entertainment,Kim Kardashian diduga mengkhawatirkan teman-temannya dengan ...
35516,GM: Heads of Communications and Human Resources Leaving Company,Economy,GM: Kepala Komunikasi dan Sumber Daya Manusia Meninggalkan Perusahaan
38317,Amazon astonishes its customers with surprise cash credit in their accounts,Economy,Amazon mengejutkan pelanggannya dengan kredit tunai kejutan di rekening mereka
14478,Botox maker Allergan shares up 22% on Valeant bid,Economy,"Pembuat Botox, Allergan, berbagi kenaikan 22% pada tawaran Valeant"
26580,"Edge of Tomorrow clever, funny action",Entertainment,Edge of Tomorrow tindakan yang cerdas dan lucu
3947,"German exports disappoint, imports off sharply in May, adding to expectations of  ...",Economy,"Ekspor Jerman mengecewakan, impor turun tajam pada bulan Mei, menambah ekspektasi ..."
53957,Rolling Stones to play first concert in Israel on June 4th,Entertainment,Rolling Stones akan memainkan konser pertama di Israel pada tanggal 4 Juni
50897,ScanDisk makes $1.1bn acquisition,Economy,"ScanDisk menghasilkan akuisisi $1,1 miliar"
40150,9 cent drop in gas prices is biggest in 2014,Technology,Penurunan harga gas sebesar 9 sen merupakan yang terbesar pada tahun 2014
6031,Full lunar eclipse visible across SD tonight,Technology,Gerhana bulan penuh terlihat melintasi SD malam ini
33419,Justin Bieber and Selena Gomez to get married?,Entertainment,Justin Bieber dan Selena Gomez Akan Menikah?
11586,Organiser of Prince Harry's holiday with Cressida Bonas denies it is a PR stunt,Entertainment,Penyelenggara liburan Pangeran Harry bersama Cressida Bonas membantah bahwa itu adalah aksi PR
43831,"E!'s 'Chelsea Lately' To End In August, Leaving Chelsea Handler A Free Agent",Entertainment,"'Chelsea Lately' E! Akan Berakhir Pada Bulan Agustus, Meninggalkan Chelsea Handler Sebagai Agen Bebas"
10888,"Intel reports lower 1Q net income, higher revenue - KTVN Channel 2 - Reno  ...",Economy,"Intel melaporkan laba bersih 1Q lebih rendah, pendapatan lebih tinggi - KTVN Channel 2 - Reno ..."
17757,Census says Stone Co. shrunk in size,Economy,Sensus mengatakan Stone Co. menyusut ukurannya
46942,X-Men: Days of Future Past Scores $36 Million Opening Day,Entertainment,X-Men: Days of Future Past Mencetak $36 Juta pada Hari Pembukaan
55430,"Obama creates climate tool with Google, others",Technology,Obama menciptakan alat iklim bersama Google dan lainnya
62882,Canadian author Farley Mowat dies at 92,Entertainment,Penulis Kanada Farley Mowat meninggal pada usia 92 tahun
54328,Beastie Boys' $2 million lawsuit against Monster Energy goes to trial,Entertainment,Gugatan Beastie Boys senilai $2 juta terhadap Monster Energy sedang diadili
8790,HR Giger Dies: Quotes From the Surrealist Artist on Designing Alien,Entertainment,HR Giger Meninggal: Kutipan Dari Artis Surealis tentang Merancang Alien
28351,The Bloated 'HIMYM' Finale Ends Exactly Where We Knew It Would,Entertainment,Final 'HIMYM' yang Membengkak Berakhir Tepat Di Tempat Yang Kita Perkirakan
55448,Everything wrong with the Game of Thrones season finale,Entertainment,Semuanya salah dengan final musim Game of Thrones
15338,Ray J has given Kim Kardashian his share of profits from their sex tape as a  ...,Entertainment,Ray J telah memberi Kim Kardashian bagian keuntungan dari rekaman seks mereka sebagai ...
29944,Chinese Ship Sinks Vietnamese Fishing Vessel near Controversial Oil Rig,Economy,Kapal Tiongkok Menenggelamkan Kapal Penangkap Ikan Vietnam di dekat Anjungan Minyak Kontroversial
32475,"Star Wars: Episode VII to be set 30 years after ""Return of the Jedi""",Entertainment,"Star Wars: Episode VII akan mengambil setting 30 tahun setelah ""Return of the Jedi"""
42350,Study: Fossil found in South Carolina is soaring bird with huge wingspan,Technology,Studi: Fosil yang ditemukan di Carolina Selatan adalah burung terbang dengan lebar sayap yang sangat besar
51413,Tims deal needs to be sweetened: McCreath,Economy,Kesepakatan Tim perlu dipermanis: McCreath
20548,IM wars: Whatsapp Vs. Facebook Messenger Vs. Line Messenger,Technology,Perang IM: Whatsapp Vs. Facebook Messenger Vs. Utusan Jalur
21337,"Eminem, Rihanna To Perform At MTV Movie Awards 2014",Entertainment,"Eminem, Rihanna Akan Tampil di MTV Movie Awards 2014"
49891,Amazon eyes live-stream game site Twitch: Report,Technology,Amazon mengincar situs game streaming langsung Twitch: Laporkan
46335,Christians in Holy Land re-enact crucifixion of Christ,Entertainment,Umat ​​​​Kristen di Tanah Suci memerankan kembali penyaliban Kristus
30806,A Brave New Crypto World,Economy,Dunia Kripto Baru yang Berani
47222,Metro-North Worker From Yonkers Killed After Being Struck By Train,Economy,Pekerja Metro-Utara Dari Yonkers Tewas Setelah Ditabrak Kereta Api
50565,"Oil price rises on Nigeria supply woes, US growth",Economy,Harga minyak naik karena permasalahan pasokan di Nigeria dan pertumbuhan AS
22976,Shire share price climbs higher on pledge to double sales by 2020,Economy,Harga saham Shire naik lebih tinggi karena janji melipatgandakan penjualan pada tahun 2020
49936,Fifi Geldof posts heartbreaking Peaches tribute,Entertainment,Fifi Geldof memposting penghormatan Peaches yang memilukan
18153,Jay Leno Weighs In On David Letterman's Retirement,Entertainment,Jay Leno Menimbang Pensiun David Letterman
12780,Retail Sales Narrowly Miss Street Views in May,Economy,Penjualan Ritel Hampir Meleset dari Street View di Bulan Mei
43110,To the margins of the Alibaba IPO,Economy,Di sela-sela IPO Alibaba
62165,"Terminus in Walking Dead: Rick, Carl, Daryl, and Michonne Discover Glenn's  ...",Entertainment,"Terminus di Walking Dead: Rick, Carl, Daryl, dan Michonne Temukan Glenn's ..."
18146,Barclays sued over alleged 'predatory' dark pool fraud,Economy,Barclays menggugat atas dugaan penipuan dark pool 'predator'
530,Why some liberals are uneasy about Brendan Eich's resignation from Mozilla,Technology,Mengapa sebagian kaum liberal merasa tidak nyaman dengan pengunduran diri Brendan Eich dari Mozilla
4558,China set to clean up cities by 2020,Economy,Tiongkok berencana membersihkan kota-kota pada tahun 2020
32505,Kim Kardashian And Kanye West Officially Tie The Knot: Get All The Details On  ...,Entertainment,Kim Kardashian dan Kanye West Resmi Menikah: Dapatkan Semua Detailnya di ...
23347,John Pinette: 1964-2014,Entertainment,John Pinette: 1964-2014
334,"Galaxy S5 out today in Korea, ahead of global launch",Technology,"Galaxy S5 keluar hari ini di Korea, menjelang peluncuran global"
44545,Vessyl: A Smart Cup Which Might Change the Entire Weight Loss Scenario,Technology,Vessyl: Cangkir Cerdas yang Dapat Mengubah Seluruh Skenario Penurunan Berat Badan
52317,"Winning Eurovision doesn't mater, ex-host says",Entertainment,"Memenangkan Eurovision tidak penting, kata mantan tuan rumah"
20746,"Unguarded comments, caught on tape, dog candidates",Entertainment,"Komentar yang tidak dijaga, terekam, kandidat anjing"
64672,Pregnant Mila Kunis Flaunts Baby Bump on the Red Carpet With Channing Tatum,Entertainment,Mila Kunis Hamil Pamer Baby Bump di Karpet Merah Bersama Channing Tatum
22579,Easter rebirth abounds,Economy,Kelahiran kembali Paskah berlimpah
22847,28th Annual Sandestin Wine fest,Economy,Festival Anggur Sandestin Tahunan ke-28
14405,Justin Bieber's a free man after being detained for FIVE hours by customs  ...,Entertainment,Justin Bieber menjadi orang bebas setelah ditahan selama LIMA jam oleh bea cukai ...
24684,US MIDDAY: gold bounces from six-week lows,Economy,TENGAH HARI AS: emas memantul dari posisi terendah enam minggu
33624,Mila Kunis Planning Natural Birth,Entertainment,Mila Kunis Merencanakan Kelahiran Alami
38640,'Catastrophic' it is!,Economy,Benar-benar 'bencana'!
7058,Sales of New Homes Falls to Four-Month Low,Economy,Penjualan Rumah Baru Turun ke Level Terendah dalam Empat Bulan
48557,Whirlpool Selling Nest-Enabled Laundry Pair,Technology,Whirlpool Menjual Sepasang Binatu Berkemampuan Sarang
31616,Yellen and Putin in Focus on Stock Market Today,Economy,Yellen dan Putin Fokus pada Pasar Saham Hari Ini
26593,"Yellen speaks today, and markets will listen",Economy,Yellen menyampaikan pidatonya hari ini dan pasar akan mendengarkannya
62218,"Samsung faces falling profit, as smartphones sales disappoint",Economy,Samsung menghadapi penurunan laba karena penjualan ponsel pintar mengecewakan
57504,Jobless picture is a dichotomy,Economy,Gambaran pengangguran adalah sebuah dikotomi
2806,VICTIM TELLS OF LOST INNOCENCE,Entertainment,KORBAN BERCERITA HILANGNYA KEpolosan
53367,OK Governor Responds To Prairie Chicken Listed As Threatened,Technology,Gubernur OK Tanggapi Ayam Prairie Terdaftar Sebagai Terancam
32965,MTV Movie Awards a big studio plug-fest,Entertainment,MTV Movie Awards adalah festival plug-studio besar
59428,Olivia Wilde and Jason Sudeikis Welcome Son Otis Alexander Sudeikis,Entertainment,Olivia Wilde dan Jason Sudeikis Menyambut Putra Otis Alexander Sudeikis
44094,Crude oil slips for seventh straight session as supplies set to increase,Economy,Minyak mentah tergelincir untuk sesi ketujuh berturut-turut karena pasokan mulai meningkat
29912,Retailer Zara yanks shirt that resembles concentration camp uniform,Entertainment,Pengecer Zara menarik kemeja yang menyerupai seragam kamp konsentrasi
1508,VIDEO: Train narrowly misses two women,Economy,VIDEO: Kereta nyaris mengenai dua wanita
56731,'Heaven' has a lot going for it,Entertainment,'Surga' memiliki banyak manfaat
329,"Review: Animated Oz update sings, but with little zing",Entertainment,"Ulasan: Pembaruan Oz animasi bernyanyi, tetapi dengan sedikit semangat"
38415,"'How I Met Your Mother' Series Finale Recap: Ted gets Tracy, Ted loses Tracy  ...",Entertainment,"Rekap Final Seri 'How I Met Your Mother': Ted mendapatkan Tracy, Ted kehilangan Tracy ..."
61845,Rare footage of FDR walking unveiled in Harrisburg,Entertainment,Rekaman langka FDR berjalan diresmikan di Harrisburg
4569,"We will abide by the judgement of the court, says spokesman for the Japanese  ...",Technology,"Kami akan mematuhi keputusan pengadilan, kata juru bicara Jepang ..."
18138,"China exports improve, analysts see stronger yuan",Economy,"Ekspor Tiongkok meningkat, analis melihat yuan lebih kuat"
15167,Google Fit health service announcement expected,Technology,Pengumuman layanan kesehatan Google Fit diharapkan
63292,Malaysian Airlines MH370 passengers' families were told news of debris found,Economy,Keluarga penumpang Malaysia Airlines MH370 diberitahu tentang temuan puing-puing tersebut
58394,Fallon and Gov. Christie Are 'Dad Dancing' (WATCH),Entertainment,Fallon dan Gubernur Christie Sedang 'Ayah Menari' (TONTON)
23185,Snapchat in financing talks with Alibaba at US$10B valuation: Report,Economy,Snapchat mendanai pembicaraan dengan Alibaba dengan penilaian US$10 miliar: Laporan
40478,Fireworks: What's legal in your county?,Entertainment,Kembang api: Apa yang legal di daerah Anda?
29883,US farmers confront,Economy,Petani AS menghadapinya
20123,Bill Murray crashes bachelor party and gives awesome speech about love,Entertainment,Bill Murray mengadakan pesta bujangan dan memberikan pidato luar biasa tentang cinta
3939,De Niro's TV tribute to gay dad,Entertainment,Penghargaan TV De Niro untuk ayah gay
57727,Samsung Galaxy Tab S vs Apple iPad Air and Mini,Technology,Samsung Galaxy Tab S vs Apple iPad Air dan Mini
13024,Two NASA astronauts replace failed backup computer relay system during ISS  ...,Technology,Dua astronot NASA mengganti sistem relai komputer cadangan yang gagal selama ISS ...
39206,Emotionally exhausted after 'Noah': Emma Watson,Entertainment,Kelelahan secara emosional setelah 'Noah': Emma Watson
56347,"Americans Don't Trust Robots, DNADaily Edition",Technology,"Orang Amerika Tidak Percaya Robot, DNADaily Edition"
30659,Microsoft earnings slip but still beat forecasts,Economy,Pendapatan Microsoft tergelincir tetapi masih mengalahkan perkiraan
63389,Activist and Actress Ruby Dee Dies at 91,Entertainment,Aktivis dan Aktris Ruby Dee Meninggal di Usia 91 Tahun
62427,Respawn Explains Titanfall's 48GB PC Install Size,Technology,Respawn Menjelaskan Ukuran Instalasi PC Titanfall 48GB
5528,FCC Net Neutrality Proposal Attempts Compromise,Technology,Proposal Netralitas Bersih FCC Mencoba Kompromi
27384,"First Look at Dawn of Justice Superman, Sort of",Entertainment,"Tampilan Pertama Dawn of Justice Superman, Semacam"
11836,New Osmo for iPad gadget brings a touch of reality to educational games (video),Technology,Gadget Osmo untuk iPad baru menghadirkan sentuhan realitas pada permainan edukatif (video)
47655,Watch Chris Brown get CARRIED out of BET Awards party after making his  ...,Entertainment,Saksikan Chris Brown DIBAWA keluar dari pesta BET Awards setelah membuat ...
60146,George Clooney attacks Daily Mail for 'dangerous' claim his fiancée risks being  ...,Entertainment,George Clooney menyerang Daily Mail karena klaim 'berbahaya' bahwa tunangannya berisiko ...
52845,"European Markets Rise, Sky Deutschland Climbs",Economy,"Pasar Eropa Naik, Sky Deutschland Naik"
20339,"Google Shows Off Android Auto, Wearables at Conference",Technology,"Google Memamerkan Android Auto, Perangkat yang Dapat Dipakai di Konferensi"
60135,Game of Thrones Recap: I Believe I Can Fly,Entertainment,Rekap Game of Thrones: Saya Percaya Saya Bisa Terbang
38807,[youtube=https://www.youtube.com/watch?v=eutUgxIqHRY],Technology,[youtube=https://www.youtube.com/watch?v=eutUgxIqHRY]
27514,'The Originals' Recap: A Beloved Character Leaves The Show For Good,Entertainment,"Rekap ""The Originals"": Karakter Tercinta Meninggalkan Pertunjukan Untuk Selamanya"
46044,Lupita Nyong'o is crowned Most Beautiful Woman,Entertainment,Lupita Nyong'o dinobatkan sebagai Wanita Tercantik
55133,Localities Want More Say in Transportation Spending,Economy,Daerah Ingin Lebih Banyak Suara dalam Belanja Transportasi
26846,Hackers demand €30000 ransom from Domino's Pizza,Technology,Peretas meminta uang tebusan €30.000 dari Domino's Pizza
56160,James Franco - James Franco: Child of God is 'very dark',Entertainment,James Franco - James Franco: Anak Tuhan 'sangat gelap'
45542,Business: Barclays to shed 14000 jobs,Economy,Bisnis: Barclays akan melepaskan 14.000 pekerjaan
12962,Kathy Bates: I did 'Tammy' film because of Melissa McCarthy,Entertainment,Kathy Bates: Saya membuat film 'Tammy' karena Melissa McCarthy
43155,"Nissan 2015 Versa - still cheap, now looks like family",Technology,"Nissan Versa 2015 - masih murah, kini tampak seperti keluarga"
10119,How to get the lowest prices on Apple's mid-2014 MacBook Pros with instant  ...,Technology,Cara mendapatkan harga terendah untuk MacBook Pro Apple pertengahan 2014 dengan ...
423,Will Rob Kardashian Attend Kim and Kanye West's Wedding?,Entertainment,Akankah Rob Kardashian Menghadiri Pernikahan Kim dan Kanye West?
8657,European Stocks Move Higher,Economy,Saham Eropa Bergerak Lebih Tinggi
13669,"Airlines Should Be More Upfront About Fees, Says DOT",Economy,"Maskapai Penerbangan Harus Lebih Terbuka Tentang Biaya, Kata DOT"
12060,Mattel earnings dip with weak Barbie sales,Economy,Pendapatan Mattel merosot karena penjualan Barbie yang lemah
38891,Cersei Lannister vows to take revenge on Tyrion in tense new Game of Thrones  ...,Entertainment,Cersei Lannister bersumpah untuk membalas dendam pada Tyrion dalam Game of Thrones baru yang menegangkan ...
28361,"'Game of Thrones' renewed for 5th, 6th seasons",Entertainment,"'Game of Thrones' diperbarui untuk musim ke-5, ke-6"
40273,Jay Leno will receive the Kennedy Center's Mark Twain Prize for American Humor,Entertainment,Jay Leno akan menerima Hadiah Mark Twain dari Kennedy Center untuk Humor Amerika
48269,"Bigfoot hair samples mostly from bears, wolves: study",Technology,"Sampel rambut bigfoot kebanyakan dari beruang, serigala: belajar"
50384,"Android on its way to cars, watches and TVs",Technology,"Android sedang menuju ke mobil, jam tangan, dan TV"
25212,Exclusive: Snyder sits down with Sentinel,Economy,Eksklusif: Snyder duduk bersama Sentinel
49265,Twitter shares plummet after user growth slowdown,Economy,Saham Twitter anjlok setelah pertumbuhan pengguna melambat
60603,Film review: 'Transcendence' fails to transcend,Entertainment,Ulasan film: 'Transendensi' gagal untuk melampaui
14534,"Apple's iPad Launching On NTT DoCoMo, Japan's Largest Mobile Carrier, On  ...",Technology,"iPad Apple Diluncurkan di NTT DoCoMo, Operator Seluler Terbesar di Jepang, Pada ..."
65400,"One Direction, Lawrence shine at Kids Choice Awards",Entertainment,"One Direction, Lawrence bersinar di Kids Choice Awards"
49671,"Amazon's smartphone doesn't have to beat Apple to succeed, it just needs to be  ...",Technology,"Ponsel pintar Amazon tidak harus mengalahkan Apple untuk sukses, hanya perlu ..."
57502,"Hundreds protest near McDonald's headquarters in Oak Brook, several arrested  ...",Economy,"Ratusan protes di dekat kantor pusat McDonald's di Oak Brook, beberapa ditangkap ..."
12727,HP 7 Plus is an even more budget friendly tablet,Technology,HP 7 Plus adalah tablet yang lebih ramah anggaran
49342,Business in brief,Economy,Bisnis secara singkat
11805,Singer Chris Brown's DC trial delayed for months - Quincy Herald-Whig | Illinois  ...,Entertainment,Uji coba penyanyi Chris Brown di DC tertunda selama berbulan-bulan - Quincy Herald-Whig | Illinois ...
53497,"The US automaker is adding 971000 cars to its global recall, which has been  ...",Economy,"Produsen mobil Amerika ini menambahkan 971.000 mobil ke dalam penarikan globalnya, yang telah ..."
9188,County set to receive 911 texts,Technology,County akan menerima 911 SMS
46425,"UPDATE 4-Cement makers Lafarge, Holcim agree merger plan -source",Economy,"UPDATE 4-Pembuat semen Lafarge, Holcim menyetujui rencana merger -sumber"
31450,Customers say eBay's lack of communication regarding hack is 'disappointing',Technology,Pelanggan mengatakan kurangnya komunikasi eBay mengenai peretasan 'mengecewakan'
63823,"Leading New York Times was honor, Jill Abramson says",Entertainment,"Memimpin New York Times adalah suatu kehormatan, kata Jill Abramson"
52400,"Mad Men Mondays: Episode 6, “The Strategy”",Entertainment,"Mad Men Mondays: Episode 6, Strategi"
44777,Cameron Diaz Wears A See-Through Shirt And Does Sex In 'Sex Tape',Entertainment,Cameron Diaz Mengenakan Kemeja Tembus Pandang dan Berhubungan Seks di 'Sex Tape'
38277,Two Local Coldwater Creek Stores Are Among Those Closing,Economy,Dua Toko Lokal Coldwater Creek Termasuk Diantaranya Yang Tutup
64865,Global investors aim for India goldmine via Snapdeal investment,Economy,Investor global mengincar tambang emas India melalui investasi Snapdeal
16625,FCC boss Wheeler talks tough on net neutrality with Title II threat,Technology,Bos FCC Wheeler berbicara keras tentang netralitas bersih dengan ancaman Judul II
45936,Beyonce getting love advice from Gwyneth Paltrow?,Entertainment,Beyonce mendapat nasihat cinta dari Gwyneth Paltrow?
30186,UAE plans first Arab spaceship,Technology,UEA merencanakan pesawat luar angkasa Arab pertama
24438,"China uptick, easy money drive demand for HKD",Economy,"Kenaikan Tiongkok, aliran uang yang mudah mendorong permintaan untuk HKD"
22077,"US, China to Hold Sixth Strategic Dialogue",Economy,AS dan Tiongkok Akan Mengadakan Dialog Strategis Keenam
234,Legendary star Mickey Rooney dead at age 93,Entertainment,Bintang legendaris Mickey Rooney meninggal pada usia 93 tahun
21705,Fitch Affirms Ukraine's City of Kyiv at 'CCC',Economy,Fitch Afirmasi Kota Kyiv di Ukraina di 'CCC'
3706,Can We Stop Body-Shaming Lena Dunham Yet?,Entertainment,Bisakah Kita Berhenti Mempermalukan Tubuh Lena Dunham?
47485,Hubble Space Telescope Reaches Orbit,Technology,Teleskop Luar Angkasa Hubble Mencapai Orbit
10272,Is Prince Harry getting ready to settle down?,Entertainment,Apakah Pangeran Harry bersiap untuk berumah tangga?
47704,JPMorgan Q1 earnings miss estimates,Economy,Pendapatan JPMorgan Q1 meleset dari perkiraan
6827,Emma Stone To Team Up With Woody Allen For Second Movie,Entertainment,Emma Stone Akan Bekerja Sama Dengan Woody Allen Untuk Film Kedua
47877,"Sonic 2, OfficeSuite Professional free on Amazon App Store",Technology,"Sonic 2, OfficeSuite Professional gratis di Amazon App Store"
12843,Titanfall's achievement lies in allowing the player to find fun in failure,Technology,Prestasi Titanfall terletak pada memungkinkan pemain menemukan kesenangan dalam kegagalan
64722,Sina's Weibo Downsized IPO By 21% To $286M,Economy,IPO Weibo Sina Diperkecil Sebesar 21% Menjadi $286 Juta
17781,Verizon Samsung Galaxy Note 3 Users Can Now Upgrade to Android 4.4 KitKat  ...,Technology,Pengguna Verizon Samsung Galaxy Note 3 Kini Dapat Upgrade ke Android 4.4 KitKat ...
43012,Rick Ross' 'Mastermind' outfoxes Pharrell Williams' 'GIRL' on Billboard 200,Entertainment,'Mastermind' karya Rick Ross mengalahkan 'GIRL' milik Pharrell Williams di Billboard 200
60977,YouTube Unveils 60 FPS Video,Technology,YouTube Meluncurkan Video 60 FPS
51174,Scientific Games (SGMS) to Acquire Bally Tech (BYI) in $5.1B Deal,Economy,"Scientific Games (SGMS) Akan Mengakuisisi Bally Tech (BYI) dengan Kesepakatan $5,1 Miliar"
34793,"'The Bachelorette' spoilers: 'The Men Tell All,' and hopefully real Eric Hill stories",Entertainment,"Spoiler 'The Bachelorette': 'The Men Tell All,' dan semoga kisah nyata Eric Hill"
54680,Thai junta makes long-delayed payments to rice farmers,Entertainment,Junta Thailand melakukan pembayaran kepada petani padi yang telah lama tertunda
39382,RZA Comments On Killa Bees Rapper's Suicide Attempt,Entertainment,RZA Mengomentari Upaya Bunuh Diri Rapper Killa Bees
44973,Malaysia Airlines: Countries from Australia to Kazakhstan intensify search for jet,Economy,Malaysia Airlines: Negara-negara dari Australia hingga Kazakhstan mengintensifkan pencarian jet
10465,Hunger Games in MTV votes feast,Entertainment,Hunger Games di pesta pemungutan suara MTV
9376,Unusual Month for Gasoline Prices in Erie,Technology,Bulan yang Tidak Biasa untuk Harga Bensin di Erie
28942,"Kim Kardashian, Kanye West treating wedding guests to private tour of Versailles",Entertainment,"Kim Kardashian, Kanye West menjamu tamu pernikahan dalam tur pribadi ke Versailles"
32323,Is Easter 'Happy'?,Entertainment,Apakah Paskah 'Bahagia'?
37379,Google to Release End-to-End Encryption for Chrome,Technology,Google Akan Merilis Enkripsi End-to-End untuk Chrome
23654,Obama Knocks Do-Nothing Republicans: 'So Sue Me',Economy,Obama Mengecam Partai Republik yang Tidak Melakukan Apa-apa: 'Jadi Tuntut Saya'
46378,'Candy Crush Saga' maker nears IPO that could value it at more than $7 billion,Economy,Pembuat 'Candy Crush Saga' mendekati IPO yang dapat bernilai lebih dari $7 miliar
7131,Sterling soars after shopping spree and Bank of England's rate rise hint,Economy,Sterling melonjak setelah belanja besar-besaran dan petunjuk kenaikan suku bunga Bank of England
23250,The Voice contestant Kristen Merlin goes silent mid-song after microphone fails  ...,Entertainment,Kontestan Suara Kristen Merlin terdiam di tengah lagu setelah mikrofon mati ...
1813,"Honda, Mazda, Nissan issue recalls over exploding airbags",Technology,"Masalah penarikan kembali Honda, Mazda, Nissan karena kantung udara yang meledak"
33327,"Justin Bieber's Banksy Tattoo Blasted By The Graffiti Artist, Sort Of",Entertainment,"Tato Banksy Justin Bieber Diledakkan Oleh Seniman Grafiti, Semacamnya"
46277,"Options for climate change are on the table; now, US must take lead",Technology,"Pilihan-pilihan untuk perubahan iklim telah dibahas; sekarang, AS harus memimpin"
57835,"'Sharknado 2' plans to please fans by sticking to the formula, says Ian Ziering",Entertainment,"'Sharknado 2' berencana untuk menyenangkan penggemar dengan tetap berpegang pada formula, kata Ian Ziering"
32080,Brisbane no closer to Uber app approval,Economy,Brisbane semakin dekat dengan persetujuan aplikasi Uber
42048,Nintendo's First Mobile App Won't Involve Gaming,Technology,Aplikasi Seluler Pertama Nintendo Tidak Akan Melibatkan Game
49707,IMF agrees to provide Ukraine with up to $18 billion,Economy,IMF setuju untuk memberi Ukraina dana hingga $18 miliar
42678,"In the news: Earnings from Google and GE, Amazon's book subscription service  ...",Technology,"Dalam berita: Penghasilan dari Google dan GE, layanan berlangganan buku Amazon ..."
51752,Got an Android Device? Amazon's Giving Away $100 Worth of Apps Today,Technology,Punya Perangkat Android? Amazon Memberikan Aplikasi Senilai $100 Hari Ini
2377,Dollar rises in Asia,Economy,Dolar menguat di Asia
11174,"Greenberg, Osler Rep Amaya On $5B PokerStars, Full Tilt Buy",Economy,"Greenberg, Osler Rep Amaya Dengan PokerStars $5 Miliar, Pembelian Miring Penuh"
